City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
141,Ponta Delgada,PT,2021-05-17 13:12:14,37.7333,-25.6667,66.2,94,75,19.57
142,Peniche,PT,2021-05-17 13:12:15,39.3558,-9.3811,70.0,50,31,5.99
143,Clyde River,CA,2021-05-17 13:12:15,70.4692,-68.5914,19.4,79,90,16.11
144,Muzhi,RU,2021-05-17 13:12:16,65.3667,64.6667,45.81,58,100,8.43
145,Panaba,MX,2021-05-17 13:12:16,21.2833,-88.2667,77.83,81,100,8.5
146,Geraldton,AU,2021-05-17 13:12:17,-28.7667,114.6,69.8,83,75,6.91
147,Acari,PE,2021-05-17 13:12:18,-15.4311,-74.6158,74.17,50,40,2.93
148,Oranjemund,NA,2021-05-17 13:12:18,-28.55,16.4333,66.85,56,0,12.08
149,Grass Valley,US,2021-05-17 13:12:19,39.2191,-121.0611,55.4,76,1,2.8
150,Airai,TL,2021-05-17 13:12:19,-8.9266,125.4092,58.62,90,100,2.62
151,Tabou,CI,2021-05-17 13:12:20,4.423,-7.3528,81.61,81,100,7.52
152,Payo,ID,2021-05-17 13:12:20,-3.7508,103.6372,75.7,96,100,1.97
153,Coquimbo,CL,2021-05-17 13:12:21,-29.9533,-71.3436,53.6,94,90,3.44
154,Asau,RO,2021-05-17 13:12:21,46.4333,26.4,71.6,49,20,3.44
155,Petropavlovsk-Kamchatskiy,RU,2021-05-17 13:12:22,53.0452,158.6483,39.2,87,75,2.24
156,Amapa,BR,2021-05-17 13:12:22,1.0,-52.0,72.59,99,100,0.65
157,Grand-Santi,GF,2021-05-17 13:12:22,4.25,-54.3833,78.1,89,82,1.19
158,Nosy Varika,MG,2021-05-17 13:12:23,-20.5833,48.5333,78.58,71,2,10.42
159,Gornopravdinsk,RU,2021-05-17 13:12:23,60.05,69.9,62.02,84,100,4.5
160,Touros,BR,2021-05-17 13:12:24,-5.1989,-35.4608,82.4,69,40,9.22
161,Hauterive,FR,2021-05-17 13:12:24,46.0901,3.4459,59.0,55,75,18.41
162,Aras,ES,2021-05-17 13:12:25,42.5617,-2.356,66.99,39,40,4.61
163,Isla Vista,US,2021-05-17 13:12:25,34.4133,-119.861,55.0,87,40,3.91
164,Tasiilaq,GL,2021-05-17 13:12:26,65.6145,-37.6368,32.0,74,1,2.3
165,Kamenka,RU,2021-05-17 13:12:26,51.3223,42.7678,80.91,40,99,15.21
166,Aklavik,CA,2021-05-17 13:12:27,68.2191,-135.0107,37.4,60,67,8.05
167,Maragogi,BR,2021-05-17 13:08:17,-9.0122,-35.2225,81.59,64,27,9.53
168,Carnarvon,AU,2021-05-17 13:12:28,-24.8667,113.6333,71.6,88,100,5.75
169,Mahebourg,MU,2021-05-17 13:12:28,-20.4081,57.7,80.6,65,40,13.8
170,Srednekolymsk,RU,2021-05-17 13:12:29,67.45,153.6833,32.94,91,99,5.08
171,Torbay,CA,2021-05-17 13:12:29,47.6666,-52.7314,44.01,70,40,9.22
172,Manono,CD,2021-05-17 13:12:30,-7.3,27.4167,90.34,33,100,7.27
173,Saint-Francois,FR,2021-05-17 13:12:30,46.4154,3.9054,57.2,72,75,13.8
174,Padang,ID,2021-05-17 13:12:31,-0.9492,100.3543,78.8,94,75,4.61
175,Ferme-Neuve,CA,2021-05-17 13:12:31,46.7001,-75.4493,53.6,71,8,3.04
176,Fare,PF,2021-05-17 13:12:32,-16.7,-151.0167,82.29,67,22,15.23
177,Camacha,PT,2021-05-17 13:12:32,33.0833,-16.3333,73.4,56,40,10.36
178,Tautira,PF,2021-05-17 13:12:33,-17.7333,-149.15,77.0,88,40,5.75
179,College,US,2021-05-17 13:07:58,64.8569,-147.8028,44.6,93,75,3.44
